fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos
2021-11-14,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.66,49.66
2021-11-15,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,115.08,1380.96
2021-11-15,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,137.96,1103.68
2021-11-15,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.45,262.35
2021-11-15,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.19,152.38
2021-11-15,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.15,105.45
2021-11-15,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.53,133.06
2021-11-15,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.16,136.32
2021-11-15,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.04,130.08
2021-11-15,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,403.04,806.08
2021-11-15,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,177.34,354.68
2021-11-15,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.52,136.56
2021-11-15,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.53,163.59
2021-11-15,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.46,76.38
2021-11-15,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,41.1,82.2
2021-11-15,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,145.58,436.74
2021-11-15,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,805.81,2417.43
2021-11-15,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.36,192.72
2021-11-15,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.5,137.0
2021-11-15,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,111.67,223.34
2021-11-15,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.28,162.56
2021-11-15,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.7,530.8
2021-11-15,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.99,19.99
2021-11-15,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.11,34.11
2021-11-15,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,48.7,48.7
2021-11-16,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,113.96,1253.56
2021-11-16,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,138.63,1386.3
2021-11-16,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,82.82,248.46
2021-11-16,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.1,222.3
2021-11-16,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.11,102.33
2021-11-16,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,65.81,131.62
2021-11-16,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.11,136.22
2021-11-16,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.2,128.4
2021-11-16,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,393.58,787.16
2021-11-16,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,179.51,359.02
2021-11-16,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.74,134.22
2021-11-16,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.92,164.76
2021-11-16,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.59,73.77
2021-11-16,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.25,120.75
2021-11-16,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,148.72,446.16
2021-11-16,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,849.36,2548.08
2021-11-16,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,95.02,285.06
2021-11-16,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.52,141.04
2021-11-16,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.17,214.34
2021-11-16,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.03,162.06
2021-11-16,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.52,530.08
2021-11-16,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.02,40.04
2021-11-16,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.25,34.25
2021-11-16,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.99,49.99
2021-11-17,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,113.51,1135.1
2021-11-17,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,131.39,1182.51
2021-11-17,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,86.27,172.54
2021-11-17,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.99,147.98
2021-11-17,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.43,70.86
2021-11-17,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.45,126.9
2021-11-17,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.41,138.82
2021-11-17,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,64.27,128.54
2021-11-17,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,406.93,813.86
2021-11-17,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,179.3,358.6
2021-11-17,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.67,134.01
2021-11-17,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,54.63,218.52
2021-11-17,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.2,75.6
2021-11-17,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,40.4,80.8
2021-11-17,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.19,462.57
2021-11-17,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,810.35,2431.05
2021-11-17,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.61,193.22
2021-11-17,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.41,138.82
2021-11-17,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,1,113.01,113.01
2021-11-17,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.8,159.6
2021-11-17,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,127.73,510.92
2021-11-17,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,19.46,19.46
2021-11-17,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.56,35.56
2021-11-17,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.05,51.05
2021-11-18,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,113.01,1017.09
2021-11-18,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,11,138.08,1518.88
2021-11-18,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,83.55,250.65
2021-11-18,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.08,222.24
2021-11-18,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.24,102.72
2021-11-18,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.28,128.56
2021-11-18,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.61,141.22
2021-11-18,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.83,127.66
2021-11-18,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,409.37,818.74
2021-11-18,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,170.36,340.72
2021-11-18,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,43.95,131.85
2021-11-18,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,56.11,168.33
2021-11-18,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.27,48.54
2021-11-18,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,38.85,77.7
2021-11-18,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.62,439.86
2021-11-18,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,825.23,1650.46
2021-11-18,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,95.18,190.36
2021-11-18,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.85,139.7
2021-11-18,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,113.06,226.12
2021-11-18,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.1,158.2
2021-11-18,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.14,528.56
2021-11-18,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,20.57,41.14
2021-11-18,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.21,34.21
2021-11-18,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.3,49.3
2021-11-19,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,111.67,1563.38
2021-11-19,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,135.15,1216.35
2021-11-19,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.23,252.69
2021-11-19,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,77.13,154.26
2021-11-19,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.73,107.19
2021-11-19,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,64.84,194.52
2021-11-19,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.57,139.14
2021-11-19,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,63.94,127.88
2021-11-19,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,3,393.92,1181.76
2021-11-19,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,174.73,349.46
2021-11-19,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,43.81,175.24
2021-11-19,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,53.6,214.4
2021-11-19,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.8,74.4
2021-11-19,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,39.14,117.42
2021-11-19,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,151.1,604.4
2021-11-19,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,4,812.42,3249.68
2021-11-19,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,96.77,193.54
2021-11-19,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.73,141.46
2021-11-19,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,108.42,216.84
2021-11-19,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.99,157.98
2021-11-19,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.77,648.85
2021-11-19,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.47,38.94
2021-11-19,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.26,34.26
2021-11-19,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,51.37,51.37
2021-11-20,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,13,115.2,1497.6
2021-11-20,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,136.45,1364.5
2021-11-20,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,4,82.84,331.36
2021-11-20,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,74.82,224.46
2021-11-20,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,35.1,105.3
2021-11-20,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,63.7,191.1
2021-11-20,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,69.77,209.31
2021-11-20,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.99,191.97
2021-11-20,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,411.06,822.12
2021-11-20,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,172.48,517.44
2021-11-20,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,44.83,179.32
2021-11-20,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,55.4,221.6
2021-11-20,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,25.72,102.88
2021-11-20,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.98,122.94
2021-11-20,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,153.99,615.96
2021-11-20,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,853.77,2561.31
2021-11-20,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,96.47,289.41
2021-11-20,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.92,141.84
2021-11-20,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,3,108.33,324.99
2021-11-20,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,3,78.38,235.14
2021-11-20,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,130.51,652.55
2021-11-20,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.41,38.82
2021-11-20,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,33.97,67.94
2021-11-20,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.19,49.19
2021-11-21,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,115.93,1159.3
2021-11-21,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,137.82,1240.38
2021-11-21,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.17,258.51
2021-11-21,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,72.88,145.76
2021-11-21,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.96,69.92
2021-11-21,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.18,128.36
2021-11-21,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.57,139.14
2021-11-21,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.99,131.98
2021-11-21,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,410.04,820.08
2021-11-21,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,173.5,347.0
2021-11-21,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.78,137.34
2021-11-21,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.53,163.59
2021-11-21,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.23,75.69
2021-11-21,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.0,123.0
2021-11-21,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.42,439.26
2021-11-21,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,807.04,2421.12
2021-11-21,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.36,184.72
2021-11-21,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.09,138.18
2021-11-21,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.97,225.94
2021-11-21,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.38,160.76
2021-11-21,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,130.13,520.52
2021-11-21,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.82,39.64
2021-11-21,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,35.83,71.66
2021-11-21,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.93,49.93
2021-11-22,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,114.98,1264.78
2021-11-22,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,132.46,1059.68
2021-11-22,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,84.14,168.28
2021-11-22,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,73.07,219.21
2021-11-22,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.09,68.18
2021-11-22,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.65,129.3
2021-11-22,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,71.31,142.62
2021-11-22,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.76,131.52
2021-11-22,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,406.51,813.02
2021-11-22,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,178.95,357.9
2021-11-22,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,45.11,135.33
2021-11-22,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,53.47,160.41
2021-11-22,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.44,73.32
2021-11-22,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,38.93,77.86
2021-11-22,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.26,462.78
2021-11-22,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,820.24,1640.48
2021-11-22,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,93.46,186.92
2021-11-22,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,71.46,142.92
2021-11-22,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,109.49,218.98
2021-11-22,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,1,81.02,81.02
2021-11-22,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.47,529.88
2021-11-22,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.48,20.48
2021-11-22,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.64,35.64
2021-11-22,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.48,50.48
2021-11-23,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,112.09,1345.08
2021-11-23,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,12,132.31,1587.72
2021-11-23,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,86.43,259.29
2021-11-23,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,72.94,218.82
2021-11-23,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.51,69.02
2021-11-23,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,65.84,197.52
2021-11-23,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,71.09,213.27
2021-11-23,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.03,130.06
2021-11-23,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,396.86,793.72
2021-11-23,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,3,174.6,523.8
2021-11-23,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,4,46.14,184.56
2021-11-23,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,5,56.19,280.95
2021-11-23,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,24.66,98.64
2021-11-23,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,4,39.63,158.52
2021-11-23,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,148.52,445.56
2021-11-23,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,3,833.09,2499.27
2021-11-23,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,97.55,195.1
2021-11-23,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.58,137.16
2021-11-23,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,111.89,223.78
2021-11-23,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,3,77.72,233.16
2021-11-23,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.64,530.56
2021-11-23,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.68,39.36
2021-11-23,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,2,35.43,70.86
2021-11-23,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,51.4,102.8
2021-11-24,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,111.91,1566.74
2021-11-24,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,137.94,1241.46
2021-11-24,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,83.36,250.08
2021-11-24,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,4,74.53,298.12
2021-11-24,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,3,34.23,102.69
2021-11-24,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.45,132.9
2021-11-24,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,70.73,141.46
2021-11-24,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,65.49,196.47
2021-11-24,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,401.72,803.44
2021-11-24,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,172.77,345.54
2021-11-24,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,5,44.48,222.4
2021-11-24,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,4,54.45,217.8
2021-11-24,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,25.35,76.05
2021-11-24,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,40.68,122.04
2021-11-24,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,4,148.07,592.28
2021-11-24,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,821.66,1643.32
2021-11-24,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,3,92.47,277.41
2021-11-24,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.6,141.2
2021-11-24,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,111.13,222.26
2021-11-24,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.61,159.22
2021-11-24,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,131.96,527.84
2021-11-24,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,2,19.73,39.46
2021-11-24,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.86,34.86
2021-11-24,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,2,51.41,102.82
2021-11-25,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,14,112.33,1572.62
2021-11-25,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,136.66,1229.94
2021-11-25,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,84.61,253.83
2021-11-25,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,3,73.94,221.82
2021-11-25,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.38,68.76
2021-11-25,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,3,64.17,192.51
2021-11-25,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,3,70.66,211.98
2021-11-25,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,3,63.35,190.05
2021-11-25,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,389.81,779.62
2021-11-25,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,170.72,341.44
2021-11-25,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,5,45.27,226.35
2021-11-25,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,5,54.23,271.15
2021-11-25,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,4,24.27,97.08
