fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage
2025-11-02,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.32,,26.08,24.17,24.16
2025-11-02,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.08,,42.58,36.38,39.73
2025-11-02,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,146.67,143.89,130.77
2025-11-02,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,797.79,740.68,840.54
2025-11-02,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.44,,85.12,88.18,89.53
2025-11-02,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.11,,66.18,66.35,73.14
2025-11-02,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.79,,101.22,102.72,116.18
2025-11-02,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,79.98,,84.17,73.54,79.47
2025-11-02,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,136.26,113.57,119.26
2025-11-02,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.89,,20.55,17.17,20.07
2025-11-02,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.59,,32.73,32.41,36.12
2025-11-02,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.15,,50.21,45.47,50.19
2025-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,80.95,111.73,105.86
2025-11-03,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,120.78,107.31,125.41
2025-11-03,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.43,,84.38,76.74,79.77
2025-11-03,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,73.55,,77.36,68.06,76.36
2025-11-03,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.07,,36.61,31.86,33.8
2025-11-03,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.08,,61.5,57.73,62.19
2025-11-03,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.72,,69.44,62.86,67.05
2025-11-03,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.97,,59.86,60.96,66.49
2025-11-03,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,392.69,330.84,371.11
2025-11-03,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,183.74,146.42,173.46
2025-11-03,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.67,,43.81,41.72,47.58
2025-11-03,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,56.03,,55.72,47.76,54.43
2025-11-03,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.6,,23.69,24.42,23.81
2025-11-03,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.44,,38.17,38.01,38.53
2025-11-03,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,146.22,158.74,145.11
2025-11-03,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,726.77,715.19,832.28
2025-11-03,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,95.9,,89.3,92.14,98.79
2025-11-03,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.89,,69.35,63.8,63.99
2025-11-03,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.16,,107.42,100.62,116.53
2025-11-03,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,81.05,,80.88,73.97,83.84
2025-11-03,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,136.53,117.09,137.02
2025-11-03,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.27,,19.75,17.63,18.04
2025-11-03,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.59,,34.2,32.03,35.89
2025-11-03,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.18,,54.22,47.73,47.3
2025-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,89.83,120.46,106.37
2025-11-04,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,123.43,112.46,129.05
2025-11-04,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.12,,81.64,73.86,81.7
2025-11-04,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,76.4,,71.09,64.61,73.22
2025-11-04,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.5,,34.17,32.71,36.65
2025-11-04,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.68,,62.52,57.2,68.52
2025-11-04,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.1,,64.05,63.29,71.22
2025-11-04,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.41,,67.59,60.22,64.82
2025-11-04,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,371.38,342.23,359.86
2025-11-04,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,183.96,170.62,154.76
2025-11-04,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.33,,44.87,38.7,44.25
2025-11-04,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.06,,54.96,48.22,57.07
2025-11-04,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.24,,25.27,22.48,25.4
2025-11-04,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.96,,37.27,34.6,41.88
2025-11-04,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,147.09,138.11,134.81
2025-11-04,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,820.95,750.95,766.18
2025-11-04,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.55,,97.27,90.1,93.33
2025-11-04,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.92,,66.2,62.94,71.92
2025-11-04,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,108.3,,115.2,97.33,99.93
2025-11-04,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,81.46,,78.82,72.71,79.07
2025-11-04,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,128.38,118.07,119.98
2025-11-04,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.02,,19.78,18.19,19.99
2025-11-04,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.87,,35.71,32.45,36.57
2025-11-04,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,49.03,,51.96,47.49,51.81
2025-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,88.32,114.45,98.06
2025-11-05,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,131.62,117.72,111.92
2025-11-05,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.15,,86.38,76.51,82.36
2025-11-05,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.01,,77.93,70.14,74.65
2025-11-05,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.44,,35.23,31.45,34.26
2025-11-05,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.75,,67.52,57.6,64.39
2025-11-05,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.57,,68.8,67.45,68.96
2025-11-05,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.28,,58.7,60.96,65.32
2025-11-05,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,389.03,334.75,383.4
2025-11-05,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,176.15,154.34,174.69
2025-11-05,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.89,,41.9,37.98,45.68
2025-11-05,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.85,,53.34,51.44,52.1
2025-11-05,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.6,,24.9,22.64,25.89
2025-11-05,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.63,,39.67,37.98,38.16
2025-11-05,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,148.32,141.27,135.74
2025-11-05,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,761.24,725.34,884.18
2025-11-05,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,94.56,,103.73,91.24,92.67
2025-11-05,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,68.88,,71.72,62.82,68.7
2025-11-05,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,109.42,,108.96,96.81,108.95
2025-11-05,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,81.11,,84.5,72.74,82.46
2025-11-05,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,135.81,106.47,130.27
2025-11-05,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.97,,19.99,18.57,19.08
2025-11-05,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.38,,33.05,31.01,35.51
2025-11-05,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.22,,46.72,44.15,51.82
2025-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,95.91,119.89,93.57
2025-11-06,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,116.53,121.22,119.94
2025-11-06,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.32,,87.68,79.18,87.41
2025-11-06,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.59,,70.94,68.76,74.56
2025-11-06,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.42,,35.21,33.32,34.26
2025-11-06,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.1,,69.63,60.37,61.86
2025-11-06,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.99,,64.6,63.78,66.27
2025-11-06,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.79,,60.77,61.44,64.89
2025-11-06,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,393.77,360.03,352.09
2025-11-06,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,182.69,139.83,161.85
2025-11-06,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.35,,43.93,42.81,47.15
2025-11-06,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.45,,53.75,49.78,54.33
2025-11-06,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.73,,27.89,23.89,23.33
2025-11-06,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.9,,41.51,35.98,42.87
2025-11-06,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,140.61,140.9,149.02
2025-11-06,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,724.77,732.95,816.34
2025-11-06,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,94.37,,88.82,85.28,97.18
2025-11-06,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.57,,75.53,63.32,72.88
2025-11-06,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,108.15,,110.58,101.85,108.79
2025-11-06,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.03,,82.46,73.48,79.57
2025-11-06,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,142.68,105.42,131.8
2025-11-06,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.22,,21.05,18.31,21.15
2025-11-06,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.53,,31.8,32.36,34.31
2025-11-06,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.89,,50.46,45.26,50.37
2025-11-07,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,87.44,108.78,103.82
2025-11-07,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,120.68,110.89,124.77
2025-11-07,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.78,,81.1,76.72,85.61
2025-11-07,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,76.13,,69.9,70.54,77.22
2025-11-07,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.63,,33.42,31.78,35.28
2025-11-07,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.44,,64.01,62.05,61.2
2025-11-07,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,69.77,,69.18,65.32,74.31
2025-11-07,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.94,,67.05,58.32,67.14
2025-11-07,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,378.51,348.4,380.05
2025-11-07,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,197.38,145.69,187.25
2025-11-07,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.59,,46.41,41.03,48.06
2025-11-07,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.76,,60.64,50.97,57.7
2025-11-07,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.0,,23.73,24.03,26.58
2025-11-07,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.25,,38.85,36.92,40.92
2025-11-07,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,128.88,149.29,141.97
2025-11-07,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,790.1,726.44,802.27
2025-11-07,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,95.07,,95.98,86.37,92.75
2025-11-07,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.59,,75.2,63.77,72.9
2025-11-07,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,110.74,,104.0,104.87,109.1
2025-11-07,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,80.6,,78.0,75.17,82.73
2025-11-07,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,129.85,110.49,129.84
2025-11-07,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.38,,20.62,18.6,19.71
2025-11-07,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.48,,34.8,32.75,31.63
2025-11-07,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.18,,52.54,47.46,49.39
2025-11-08,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,88.92,110.37,106.09
2025-11-08,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.34,118.71,128.24
2025-11-08,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.43,,89.33,77.08,83.22
2025-11-08,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.61,,68.96,66.04,75.76
2025-11-08,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.89,,37.55,31.68,34.87
2025-11-08,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,65.18,,60.05,60.42,62.81
2025-11-08,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.64,,74.06,61.57,70.93
2025-11-08,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.86,,64.96,58.33,63.94
2025-11-08,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,370.35,336.54,381.55
2025-11-08,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,188.67,155.06,171.44
2025-11-08,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.82,,42.71,42.48,44.59
2025-11-08,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.81,,54.0,50.03,54.85
2025-11-08,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.19,,24.08,22.99,24.44
2025-11-08,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.18,,40.17,35.65,40.43
2025-11-08,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,151.17,145.92,141.69
2025-11-08,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,771.65,740.89,856.51
2025-11-08,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,96.42,,86.47,85.73,95.86
2025-11-08,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,71.34,,66.54,64.66,66.72
2025-11-08,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,110.6,,110.25,100.82,112.82
2025-11-08,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,78.83,,75.51,69.96,77.85
2025-11-08,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,138.59,118.87,132.69
2025-11-08,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,19.61,,19.41,18.84,19.41
2025-11-08,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.38,,33.02,30.87,35.85
2025-11-08,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.17,,49.61,45.08,46.67
2025-11-09,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,87.49,117.96,99.82
2025-11-09,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,121.44,113.49,124.94
2025-11-09,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,84.41,,88.59,81.31,84.31
2025-11-09,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,76.1,,76.56,68.43,76.7
2025-11-09,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.96,,35.38,31.09,35.55
2025-11-09,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,64.19,,63.04,57.69,63.07
2025-11-09,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.29,,69.04,61.37,76.15
2025-11-09,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,63.9,,63.52,57.14,68.09
2025-11-09,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,396.55,332.0,403.6
2025-11-09,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,174.25,145.88,180.18
2025-11-09,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,44.51,,42.32,43.27,44.8
2025-11-09,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.07,,54.63,50.14,52.85
2025-11-09,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.08,,24.32,22.6,24.4
2025-11-09,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,40.02,,38.7,36.3,39.9
2025-11-09,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,147.81,155.22,142.24
2025-11-09,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,778.9,716.64,814.06
2025-11-09,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,96.15,,88.57,78.52,94.32
2025-11-09,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.52,,74.01,63.15,71.1
2025-11-09,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,111.64,,106.69,101.34,104.55
2025-11-09,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,79.07,,83.34,71.85,82.04
2025-11-09,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,128.63,119.84,123.62
2025-11-09,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.01,,18.76,17.34,20.1
2025-11-09,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,35.34,,32.91,31.75,36.44
2025-11-09,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.92,,52.75,45.07,50.93
2025-11-10,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,83.89,112.42,103.57
2025-11-10,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,116.05,109.66,125.85
2025-11-10,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,83.71,,89.46,80.25,87.11
2025-11-10,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,75.0,,76.79,71.2,76.92
2025-11-10,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.65,,37.66,30.4,33.78
2025-11-10,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,66.03,,64.79,57.69,65.06
2025-11-10,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,68.79,,70.22,62.08,71.33
2025-11-10,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,65.58,,63.95,58.38,68.5
2025-11-10,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,390.11,337.48,360.11
2025-11-10,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,185.3,144.07,158.63
2025-11-10,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.84,,47.41,41.57,44.55
2025-11-10,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,55.95,,54.96,47.03,56.9
2025-11-10,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,24.73,,23.44,22.3,24.77
2025-11-10,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.34,,39.35,36.8,37.84
2025-11-10,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,137.39,148.82,140.1
2025-11-10,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,835.7,779.27,804.27
2025-11-10,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,94.76,,103.17,89.39,97.2
2025-11-10,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,70.94,,72.88,61.2,70.08
2025-11-10,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,,107.85,,110.76,94.42,106.72
2025-11-10,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,,78.45,,82.76,74.2,77.81
2025-11-10,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,,130.0,,132.99,108.01,124.42
2025-11-10,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,,20.28,,20.02,18.65,20.49
2025-11-10,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,,34.72,,37.05,30.98,34.36
2025-11-10,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,,50.95,,46.99,44.23,49.56
2025-11-11,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,86.17,115.98,97.15
2025-11-11,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,122.63,122.69,123.66
2025-11-11,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,85.21,,84.74,81.89,76.09
2025-11-11,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,76.17,,77.11,65.51,70.44
2025-11-11,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,35.52,,35.19,32.04,35.0
2025-11-11,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,63.99,,64.47,60.08,64.19
2025-11-11,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,71.11,,67.95,62.6,69.54
2025-11-11,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.53,,65.32,61.06,65.68
2025-11-11,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,392.99,358.55,361.34
2025-11-11,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,185.23,155.32,171.27
2025-11-11,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,,45.5,,46.23,41.83,46.02
2025-11-11,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,,54.9,,55.72,46.85,61.11
2025-11-11,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,,25.02,,25.16,21.55,25.28
2025-11-11,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,,39.76,,38.1,37.41,41.43
2025-11-11,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,,150.0,,137.02,150.64,141.36
2025-11-11,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,,830.0,,834.77,782.9,893.91
2025-11-11,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,,93.7,,89.43,87.67,97.16
2025-11-11,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,,69.45,,76.69,66.12,66.36
